gene,norm,dist_from_centroid,cos_to_centroid,isolation_score,norm_zscore,dist_zscore,cos_zscore,isolation_zscore,anomaly_score,is_outlier,gene_class
ACIN1,8.87265,3.0176268,0.96103805,0.010033249855041504,1.3688781,0.33904824,0.45307648,-0.8383162410735677,1.3688781261444092,False,constrained
ACKR1,7.621655,2.688092,0.93701726,0.03529536724090576,0.31267762,-0.027443767,0.13077982,0.5425345391258568,0.5425345391258568,False,disease
ACKR2,5.522413,3.2039897,0.88346666,0.02323704957962036,-1.4596878,0.5463118,-0.5877302,-0.11658429466578649,1.4596878290176392,False,other
ACKR3,5.6937995,2.8376756,0.91052514,0.014277279376983643,-1.314988,0.13891557,-0.22467564,-0.606333648836765,1.3149880170822144,False,constrained
ACKR4,5.7812176,2.7997975,0.9123027,0.010528564453125,-1.241182,0.096789524,-0.20082581,-0.8112418854777665,1.2411819696426392,False,other
ACLY,7.361444,1.964509,0.96479833,0.01357114315032959,0.09298454,-0.8321764,0.50352967,-0.6449317102980715,0.8321763873100281,False,constrained
ACMSD,4.890257,4.654929,0.72600055,0.07533121109008789,-1.9934096,2.1599736,-2.7005167,2.7309309182045194,2.7309309182045194,False,other
ACO1,7.7921114,2.3073516,0.9594573,0.015469551086425781,0.45659196,-0.4508841,0.4318666,-0.5411629707401573,0.5411629707401573,False,other
ACO2,6.8376727,2.1959739,0.9479553,0.02552098035812378,-0.3492294,-0.5747528,0.27754003,0.008257481233119559,0.5747528076171875,False,constrained
ACOD1,7.197155,2.2552857,0.9496797,0.02911841869354248,-0.045722723,-0.5087891,0.3006765,0.2048967991614685,0.5087891221046448,False,other
ACOT1,6.4484777,2.0982394,0.9507431,0.0213547945022583,-0.6778221,-0.68344814,0.31494465,-0.21947010397502897,0.6834481358528137,False,disease
ACOT11,5.330882,3.4929724,0.8595872,0.06325852870941162,-1.621395,0.86770374,-0.9081307,2.071026895520146,2.071026895520146,False,other
ACOT12,5.47738,3.090954,0.893646,0.05931216478347778,-1.4977087,0.4205992,-0.4511499,1.8553149810024083,1.8553149810024083,False,other
ACOT13,5.029196,4.3315268,0.7688731,0.11992418766021729,-1.8761052,1.8003018,-2.1252785,5.168424400945345,5.168424400945345,True,other
ACOT2,6.7193537,1.6893232,0.96865374,0.01923847198486328,-0.44912475,-1.1382242,0.5552592,-0.3351502567770165,1.1382242441177368,False,disease
ACOT4,6.6010585,1.9372536,0.958318,0.019807517528533936,-0.54899997,-0.8624885,0.41658035,-0.30404569927122665,0.8624885082244873,False,other
ACOT6,6.4607463,2.1134005,0.9500182,0.02297687530517578,-0.6674639,-0.6665868,0.30521902,-0.1308056619552777,0.6674638986587524,False,other
ACOT7,5.1030226,5.4896207,0.6039372,0.09760874509811401,-1.8137741,3.0882757,-4.3382897,3.948641601201952,4.338289737701416,True,constrained
ACOT8,5.170428,4.1346903,0.79225945,0.08341121673583984,-1.7568647,1.5813901,-1.8114942,3.17259152525227,3.17259152525227,True,other
ACOT9,5.6305604,2.874016,0.9086334,0.05087625980377197,-1.3683801,0.17933162,-0.2500578,1.3942005860770974,1.3942005860770974,False,disease
ACOX1,6.7187552,2.1447911,0.9494523,0.02411174774169922,-0.44963,-0.63167566,0.29762548,-0.06877248138439272,0.631675660610199,False,disease
ACOX2,7.0382514,2.0751593,0.9555664,0.023374438285827637,-0.17988317,-0.7091167,0.37966117,-0.10907450048427966,0.7091166973114014,False,disease
ACOX3,6.472251,2.0905416,0.9511246,0.029077887535095215,-0.65775067,-0.69200927,0.3200638,0.202681328426794,0.6920092701911926,False,disease
ACOXL,5.4414062,3.3382738,0.87263614,0.05934000015258789,-1.5280807,0.6956557,-0.7330477,1.856836488109898,1.856836488109898,False,disease
ACP1,5.119064,5.870939,0.54190016,0.09283655881881714,-1.8002306,3.5123584,-5.170666,3.6877894704652223,5.170666217803955,True,other
ACP2,5.605883,2.994835,0.899636,0.04709279537200928,-1.3892149,0.3137003,-0.37078008,1.187392909085632,1.3892148733139038,False,other
ACP3,5.4045534,3.0374603,0.899337,0.05870199203491211,-1.5591952,0.36110613,-0.37479156,1.8219623723099634,1.8219623723099634,False,other
ACP4,6.0352783,3.372882,0.867346,0.04917830228805542,-1.0266815,0.73414516,-0.8040278,1.3013886525202276,1.3013886525202276,False,disease
ACP5,6.374996,2.2623637,0.9424904,0.03433835506439209,-0.7398617,-0.50091743,0.20421511,0.490223365425955,0.7398617267608643,False,disease
ACP6,6.3527384,2.006962,0.9551773,0.03922462463378906,-0.7586537,-0.78496224,0.3744405,0.7573113946717539,0.7849622368812561,False,disease
ACP7,5.8144464,2.7991362,0.91203105,0.04539334774017334,-1.2131273,0.09605398,-0.20447022,1.0944995243988112,1.2131272554397583,False,other
ACR,6.8397083,1.8576034,0.96278703,0.020889639854431152,-0.34751073,-0.9510714,0.47654325,-0.2448958887006165,0.9510713815689087,False,disease
ACRBP,7.9295955,2.170192,0.9686785,0.02252960205078125,0.57266814,-0.6034261,0.5555911,-0.15525403312145003,0.6034260988235474,False,other
ACRV1,7.51764,2.3777761,0.94995546,0.03514224290847778,0.22485909,-0.37256145,0.3043769,0.5341646210120646,0.5341646210120646,False,other
ACSBG1,6.0335197,1.8479637,0.96480966,0.023392319679260254,-1.0281663,-0.96179223,0.5036816,-0.10809708692486446,1.0281662940979004,False,other
ACSBG2,6.0520205,2.123116,0.95125294,0.02291661500930786,-1.0125463,-0.6557816,0.32178563,-0.13409954565050694,1.0125463008880615,False,other
ACSF2,5.603266,2.3663201,0.9440907,0.033683955669403076,-1.3914247,-0.38530225,0.22568731,0.4544532871965566,1.3914246559143066,False,disease
