gene,token_id,norm,dist_from_centroid,cos_to_centroid,norm_zscore,dist_zscore,cos_zscore,is_outlier,pca_1,pca_2,isolation_score,isolation_zscore,anomaly_score
HAUS3,6928,27.871534,27.875492,-0.011398177,0.2614828,0.26892298,-0.57799166,False,-1.7088327,0.9211089,0.8694643,-0.82493347,0.82493347
HAUS4,6929,28.001017,27.982899,0.07704483,0.45047426,0.42570677,1.927823,False,-0.104885556,-0.74263793,0.8666078,-1.5244169,1.927823
HAUS5,6930,27.848654,27.82543,0.09750696,0.2280865,0.19584611,2.5075672,False,0.35363296,-0.5686885,0.87325734,0.10389207,2.5075672
HAUS6,6931,27.60519,27.584982,0.08546779,-0.1272712,-0.15514113,2.166467,False,-2.7642443,-2.613571,0.872911,0.019076558,2.166467
HAUS7,6932,27.429333,27.414667,0.06330192,-0.3839517,-0.40375337,1.5384516,False,-1.4199275,1.0388365,0.8704809,-0.5759895,1.5384516
HAUS8,6933,26.642637,26.643932,-0.00051289954,-1.5322071,-1.5288119,-0.26958418,False,-1.3419117,-0.627275,0.8706174,-0.54256535,1.5322071
HAVCR1,6934,27.094652,27.089231,0.02632997,-0.87244916,-0.87879896,0.49094245,False,0.44393027,-1.0104855,0.8730351,0.049464773,0.87879896
HAVCR2,6935,26.412088,26.414677,-0.0056526223,-1.8687147,-1.8634615,-0.41520557,False,-1.2748739,1.2986119,0.8703024,-0.61970353,1.8687147
HAX1,6936,27.146784,27.143614,0.01729632,-0.79635817,-0.7994159,0.23499618,False,-0.9679931,0.39177552,0.8692962,-0.8660933,0.8660933
HBA1,6937,27.789825,27.799034,-0.032417003,0.14222103,0.15731558,-1.1735084,False,-0.30276003,-0.81503415,0.87342703,0.14544599,1.1735084
HBA2,6938,28.331116,28.335125,-0.01165338,0.9322847,0.9398592,-0.58522224,False,-1.1203095,-1.1285051,0.87649524,0.8967734,0.9398592
HBB,6939,27.971292,27.972416,-4.5816974e-05,0.4070891,0.41040483,-0.25635055,False,0.2333936,0.3279931,0.87267447,-0.038839113,0.41040483
HBD,6940,27.486055,27.493107,-0.023727233,-0.3011597,-0.2892532,-0.9273051,False,0.25097087,1.2614193,0.8703252,-0.6141134,0.9273051
HBE1,6941,26.642012,26.656841,-0.054767944,-1.5331203,-1.5099685,-1.8067672,False,0.26585448,0.9320616,0.8749177,0.51046944,1.8067672
HBEGF,6942,27.703236,27.713902,-0.03824454,0.015835127,0.033045657,-1.3386173,False,0.71053785,1.1275948,0.8651497,-1.8814712,1.8814712
HBG1,6943,28.407078,28.416256,-0.032389212,1.0431584,1.0582879,-1.172721,False,0.7905908,-1.9926883,0.8683832,-1.0896554,1.172721
HBG2,6944,28.529894,28.529612,0.0055041225,1.22242,1.2237556,-0.09910668,False,0.7518849,-2.4913676,0.8732341,0.09819976,1.2237556
HBM,6945,28.09253,28.101065,-0.02977433,0.5840455,0.59819627,-1.0986347,False,-1.2104118,-0.07799301,0.87396955,0.2782959,1.0986347
HBP1,6946,28.125078,28.135944,-0.03912373,0.6315537,0.6491109,-1.3635269,False,1.9754913,0.78908837,0.87261486,-0.053434797,1.3635269
HBQ1,6947,28.932589,28.920748,0.051754113,1.8101904,1.7947057,1.2112728,False,-0.86181533,2.2619288,0.8765131,0.9011521,1.8101904
HBS1L,6948,27.69086,27.695217,-0.012946651,-0.0022271625,0.0057716444,-0.6218639,False,1.9469111,-0.06844831,0.87793875,1.2502517,1.2502517
HBZ,6949,28.328115,28.317913,0.045284785,0.9279055,0.9147346,1.0279803,False,1.1491781,2.091568,0.8710176,-0.44456992,1.0279803
HCAR1,6950,27.389225,27.385725,0.018580768,-0.44249266,-0.4460008,0.27138788,False,-0.74213856,0.5437118,0.86658394,-1.5302552,1.5302552
HCAR2,6951,27.830143,27.840412,-0.036669634,0.20106824,0.217716,-1.2939962,False,0.27948332,0.44618955,0.8792914,1.5814861,1.5814861
HCAR3,6952,27.880943,27.878881,0.012743544,0.27521604,0.2738705,0.1060045,False,2.0167906,0.24827324,0.8753406,0.61402583,0.61402583
HCCS,6953,28.815666,28.815933,0.0032546397,1.6395313,1.6417056,-0.16284022,False,-1.9518206,-1.6308585,0.87510693,0.55681074,1.6417056
HCFC1,6954,26.987642,26.97715,0.046659064,-1.0286402,-1.0424068,1.0669172,False,0.5330887,1.5992174,0.8711831,-0.4040377,1.0669172
HCFC1R1,6955,28.256136,28.260206,-0.011897216,0.8228447,0.8304987,-0.5921307,False,0.38077664,1.342022,0.8740748,0.30407187,0.8304987
HCFC2,6956,27.97834,27.969122,0.04139464,0.41737583,0.40559652,0.9177627,False,-0.07109546,0.30220282,0.8720314,-0.19631195,0.9177627
HCG22,6957,27.467585,27.463577,0.020599844,-0.32811952,-0.33235818,0.3285934,False,0.27385333,-1.2398821,0.86664,-1.5165353,1.5165353
HCK,6958,27.529537,27.534336,-0.014704402,-0.23769392,-0.22906996,-0.67166543,False,-0.80631614,1.0839183,0.8785986,1.4118259,1.4118259
HCLS1,6959,28.918514,28.920702,-0.004445596,1.7896476,1.7946389,-0.38100746,False,0.065894365,-0.53720266,0.87159556,-0.3030356,1.7946389
HCN1,6960,27.808693,27.808546,0.0050779884,0.1697599,0.17120038,-0.111180134,False,1.1440511,1.7298425,0.87468183,0.45271432,0.45271432
HCN2,6961,28.235628,28.22688,0.03948039,0.79291165,0.78185034,0.86352706,False,-0.9424699,0.48794267,0.8735164,0.16732492,0.86352706
HCN3,6962,27.920782,27.922777,-0.0035276224,0.3333645,0.33794606,-0.35499892,False,-0.45977232,0.65915877,0.8765898,0.9199222,0.9199222
HCN4,6963,28.251038,28.251993,0.0005810733,0.8154032,0.81850994,-0.23858914,False,0.8522117,0.18573916,0.8799504,1.742856,1.742856
HCRT,6964,27.91317,27.90479,0.03804645,0.32225373,0.31169105,0.82289994,False,-0.09637891,0.3407413,0.87532485,0.61017257,0.82289994
HCRTR1,6965,27.381483,27.377548,0.020328272,-0.45379272,-0.45793667,0.3208991,False,0.804438,-1.7947086,0.86983955,-0.733039,0.733039
HCRTR2,6966,28.179096,28.18382,-0.014506482,0.710398,0.71899706,-0.6660579,False,-0.6736783,0.13241051,0.8723734,-0.11256191,0.71899706
HCST,6967,26.85743,26.859594,-0.0040296647,-1.2186978,-1.2140054,-0.36922303,False,1.319656,-1.3176333,0.87320536,0.09116464,1.2186978
HDAC1,6968,26.898523,26.894865,0.01929321,-1.1587175,-1.1625199,0.29157314,False,0.3319994,-0.7360018,0.87296784,0.03300084,1.1625199
HDAC10,6969,27.18011,27.182281,-0.0041099656,-0.74771416,-0.74297184,-0.37149817,False,-1.0757825,-2.6961303,0.8728837,0.012391736,0.74771416
HDAC11,6970,27.902803,27.903133,0.0031537337,0.30712295,0.3092716,-0.16569914,False,1.9019895,-0.7800187,0.87430465,0.36035284,0.36035284
HDAC2,6971,27.329338,27.314068,0.06573112,-0.52990323,-0.55060035,1.607277,False,-0.77665687,-0.18091953,0.8694073,-0.8388869,1.607277
HDAC3,6972,27.402636,27.413654,-0.039615195,-0.42291868,-0.40523177,-1.3774514,False,2.1120548,1.9165803,0.8693756,-0.8466518,1.3774514
HDAC4,6973,27.290615,27.279665,0.04844621,-0.58642304,-0.600819,1.1175516,False,-0.57212585,1.1785022,0.87282145,-0.0028461583,1.1175516
HDAC5,6974,27.33369,27.34127,-0.025812062,-0.5235503,-0.51089215,-0.9863736,False,-0.34803623,1.5699003,0.8738724,0.25450495,0.9863736
HDAC6,6975,27.048998,27.051,-0.0034092946,-0.9390859,-0.9346054,-0.3516464,False,0.46432203,0.97317785,0.8729828,0.036664356,0.9390859
HDAC7,6976,27.793005,27.797598,-0.01391856,0.14686188,0.15521908,-0.6494006,False,0.013860606,1.1690689,0.86447656,-2.0463002,2.0463002
HDAC8,6977,28.586403,28.597612,-0.040567495,1.3049002,1.3230178,-1.4044325,False,-1.29299,1.1406147,0.8752567,0.5934897,1.4044325
HDAC9,6978,28.581774,28.591719,-0.035498098,1.2981435,1.3144147,-1.2608036,False,0.24287008,-1.534637,0.8767104,0.9494638,1.3144147
HDC,6979,28.431314,28.438189,-0.023166642,1.0785341,1.0903034,-0.9114222,False,1.3163227,1.0602514,0.8779666,1.2570678,1.2570678
HDDC2,6980,27.699184,27.69647,0.015381382,0.009922009,0.007600863,0.18074113,False,0.7098943,0.08622739,0.8704054,-0.5944822,0.5944822
HDDC3,6981,26.43297,26.426731,0.029726392,-1.838236,-1.8458654,0.5871717,False,0.2935903,-0.6333944,0.87816876,1.3065764,1.8458654
HDGF,6982,27.458418,27.45315,0.025652098,-0.34149918,-0.3475794,0.47173658,False,0.062164396,0.12621354,0.8720233,-0.19829696,0.47173658
HDGFL1,6983,27.53527,27.536345,0.00024081685,-0.22932537,-0.2261382,-0.24822947,False,-0.33876148,-0.076719,0.87788963,1.2382249,1.2382249
HDGFL2,6984,27.505966,27.49333,0.0551648,-0.27209803,-0.28892744,1.3079063,False,0.6639943,0.83846617,0.8724939,-0.08304944,1.3079063
HDGFL3,6985,28.15409,28.154655,0.002168383,0.6739004,0.6764239,-0.19361663,False,-0.77963513,1.0852137,0.8682338,-1.1262467,1.1262467
HDHD2,6986,27.076403,27.08507,-0.030133797,-0.89908606,-0.88487405,-1.1088192,False,1.3266174,-1.9266288,0.8633748,-2.3160868,2.3160868
HDHD3,6987,27.92451,27.934195,-0.03435365,0.33880433,0.35461226,-1.2283785,False,1.3236738,-0.4521044,0.8771154,1.0486414,1.2283785
HDHD5,6988,27.12068,27.141726,-0.07976796,-0.83445936,-0.80217224,-2.515081,False,0.7367741,-0.81398326,0.8686307,-1.029054,2.515081
HDLBP,6989,27.277208,27.278578,-0.00090997486,-0.6059914,-0.60240597,-0.28083432,False,-0.37345347,-2.253197,0.875848,0.73827887,0.73827887
HDX,6990,27.848278,27.843033,0.025495192,0.22753806,0.22154148,0.46729106,False,-0.17859463,0.52752626,0.87191695,-0.22433566,0.46729106
HEATR1,6991,28.86445,28.875875,-0.04147138,1.7107365,1.7292047,-1.4300419,False,-0.67437035,4.3211207,0.8664029,-1.5745823,1.7292047
HEATR3,6992,28.140165,28.157076,-0.06335141,0.65357476,0.67995703,-2.0499585,False,0.11451681,0.9302608,0.86947024,-0.8234739,2.0499585
HEATR4,6993,27.795496,27.784782,0.047410816,0.15049773,0.13651206,1.0882162,False,-0.45502442,0.8572263,0.87484056,0.49158263,1.0882162
HEATR5A,6994,27.916218,27.911781,0.022244152,0.32670248,0.32189515,0.3751808,False,2.2072632,0.09587129,0.8715881,-0.30486006,0.3751808
HEATR5B,6995,27.947025,27.939844,0.033247095,0.3716689,0.36285907,0.6869221,False,-1.0278986,-0.012584067,0.8699149,-0.7145901,0.7145901
HEATR6,6996,26.993826,26.98954,0.021793442,-1.0196145,-1.0243207,0.36241105,False,0.57614523,-2.4243793,0.8781956,1.3131444,1.3131444
HEATR9,6997,27.399714,27.40442,-0.014313383,-0.4271837,-0.41871008,-0.66058683,False,-1.5728544,2.5959196,0.87356025,0.17806734,0.66058683
HEBP1,6998,26.894703,26.898893,-0.012157251,-1.1642938,-1.1566397,-0.5994982,False,2.6703153,1.157253,0.8754222,0.6340073,1.1642938
HEBP2,6999,27.888254,27.902908,-0.054265704,0.28588694,0.30894306,-1.7925373,False,1.4254484,0.5289765,0.87046635,-0.5795508,1.7925373
HECA,7000,27.342625,27.355135,-0.045582764,-0.5105102,-0.49065378,-1.5465277,False,0.4925133,-1.7736508,0.875368,0.6207398,1.5465277
HECTD1,7001,28.970745,28.975273,-0.013844439,1.8658834,1.8742976,-0.6473005,False,-0.2721462,-0.515503,0.8736704,0.20504016,1.8742976
HECTD2,7002,26.666197,26.656052,0.045328964,-1.4978198,-1.5111212,1.029232,False,-0.43404642,-0.3031391,0.87018454,-0.6485592,1.5111212
HECTD3,7003,28.021233,28.010794,0.046278074,0.47998136,0.4664257,1.0561228,False,-1.8707973,0.51517093,0.87024707,-0.6332483,1.0561228
HECTD4,7004,28.09577,28.088644,0.032993615,0.58877546,0.58006555,0.67974037,False,-1.2514061,0.29078868,0.87140244,-0.35032558,0.67974037
HECW1,7005,28.578333,28.584085,-0.018686555,1.2931212,1.3032724,-0.78449,False,0.61064446,-0.4827181,0.87115544,-0.4108101,1.3032724
HECW2,7006,27.961454,27.97412,-0.046303593,0.3927295,0.41289112,-1.5669507,False,-1.5049404,0.1954192,0.87394917,0.27330416,1.5669507
HEG1,7007,26.83019,26.845161,-0.05535941,-1.2584554,-1.2350734,-1.823525,False,1.2334429,-0.0033970673,0.8750601,0.5453385,1.823525
HELB,7008,28.477352,28.461481,0.06796478,1.1457304,1.124304,1.670562,False,-1.2038125,-2.589935,0.86964303,-0.781161,1.670562
HELLS,7009,26.885654,26.880945,0.023508327,-1.1775008,-1.182839,0.4109981,False,0.7055131,0.31351358,0.8733799,0.1339008,1.182839
HELQ,7010,28.0035,28.010426,-0.023306003,0.45409897,0.46588835,-0.9153706,False,-0.13236839,1.3628111,0.8788265,1.4676398,1.4676398
HELT,7011,28.09961,28.092823,0.031633638,0.5943796,0.5861657,0.64120877,False,-1.2472981,2.9310784,0.8756086,0.6796626,0.6796626
HELZ,7012,26.972843,26.978754,-0.019070867,-1.0502408,-1.0400653,-0.7953785,False,-1.0648588,-1.5496521,0.8676816,-1.2614611,1.2614611
HELZ2,7013,27.185595,27.17454,0.04888704,-0.7397103,-0.7542729,1.1300414,False,0.36099115,0.8839531,0.8711451,-0.41333517,1.1300414
HEMGN,7014,28.195038,28.193699,0.0097919945,0.7336663,0.73341644,0.022379616,False,0.7555202,0.5152948,0.8729679,0.033015437,0.7336663
HEMK1,7015,27.662853,27.653162,0.043333985,-0.04310673,-0.055617157,0.97270924,False,0.023896277,2.2012916,0.8722106,-0.15242273,0.97270924
HENMT1,7016,27.142107,27.138144,0.020484867,-0.80318445,-0.80740094,0.3253358,False,-2.4432878,0.35374373,0.86903286,-0.930577,0.930577
HEPACAM,7017,28.066124,28.05483,0.049693376,0.5455045,0.5307073,1.152887,False,2.1038148,0.3424351,0.86594975,-1.6855533,1.6855533
HEPACAM2,7018,27.932062,27.902405,0.12325512,0.34982878,0.30820802,3.2370777,True,-0.94747406,1.003743,0.8754298,0.6358755,3.2370777
HEPH,7019,28.00686,28.009222,-0.0050069056,0.45900428,0.4641315,-0.39691076,False,0.2837652,1.0728568,0.86941755,-0.8363764,0.8363764
HEPHL1,7020,28.333508,28.333961,0.0025814364,0.93577576,0.93816084,-0.1819138,False,-0.9169803,-2.0678232,0.8750408,0.54062414,0.93816084
HEPN1,7021,26.543886,26.536522,0.034201894,-1.6763436,-1.6856014,0.71397394,False,-1.0006207,0.17387405,0.87257016,-0.06438156,1.6856014
HERC1,7022,28.98099,28.985292,-0.012942699,1.880836,1.888923,-0.6217519,False,-1.9820029,-0.4364929,0.8801241,1.7853878,1.888923
HERC2,7023,27.939777,27.928627,0.04914495,0.36108986,0.3464852,1.1373487,False,-1.1508605,-0.23149037,0.8745486,0.42009297,1.1373487
HERC3,7024,29.018196,29.031029,-0.047141388,1.9351426,1.9556853,-1.5906875,False,2.7807713,0.3165528,0.8688866,-0.9663948,1.9556853
HERC4,7025,28.731575,28.716255,0.065721,1.5167924,1.4962034,1.6069901,False,-1.3407092,0.25376838,0.87872946,1.443878,1.6069901
HERC5,7026,27.37045,27.372507,-0.0036929883,-0.4698979,-0.4652953,-0.35968414,False,0.5927695,-1.4087735,0.8701502,-0.6569663,0.6569663
HERC6,7027,26.825905,26.80647,0.08250742,-1.264711,-1.2915509,2.082592,False,-1.5787419,-1.1952486,0.8715917,-0.3039843,2.082592
HERPUD1,7028,26.918108,26.917124,0.008578287,-1.1301318,-1.1300284,-0.012007783,False,-0.37712267,-0.5815269,0.8677882,-1.2353641,1.2353641
HERPUD2,7029,28.614521,28.607876,0.030988526,1.3459412,1.3379997,0.62293106,False,0.34954044,-0.52870744,0.8705487,-0.5593796,1.3459412
HES1,7030,27.86451,27.872654,-0.028165538,0.2512295,0.2647801,-1.0530536,False,0.96071595,0.6124666,0.87830335,1.3395334,1.3395334
HES2,7031,28.123075,28.109142,0.06025276,0.6286306,0.6099873,1.452061,False,0.462004,-2.0294635,0.8728781,0.011019741,1.452061
HES3,7032,27.55614,27.560585,-0.013279035,-0.19886334,-0.19075382,-0.63128114,False,1.4611337,1.490931,0.87372506,0.21842441,0.63128114
HES4,7033,27.391441,27.400745,-0.03274185,-0.4392577,-0.42407525,-1.1827121,False,-0.25964814,1.6552199,0.87739545,1.117212,1.1827121
HES5,7034,28.789892,28.79124,-0.0010786897,1.6019118,1.6056614,-0.28561443,False,2.725142,0.22799157,0.871978,-0.20938967,1.6056614
HES6,7035,27.71455,27.704603,0.044355456,0.032349538,0.019472687,1.0016501,False,0.13163343,0.4096428,0.8779974,1.2646139,1.2646139
HES7,7036,27.595875,27.607607,-0.042510364,-0.14086804,-0.122114964,-1.4594789,False,0.4602101,0.11592698,0.87183064,-0.24547021,1.4594789
HESX1,7037,27.1527,27.134514,0.07744883,-0.78772235,-0.81269926,1.9392693,False,-2.070312,0.93385816,0.87280047,-0.007983839,1.9392693
HEXA,7038,26.619225,26.626942,-0.026247635,-1.5663801,-1.5536135,-0.99871457,False,-0.8125498,1.7278237,0.8760196,0.78029984,1.5663801
HEXB,7039,27.090754,27.100428,-0.034171727,-0.87813956,-0.8624557,-1.2232242,False,-0.077446744,0.8810019,0.88093555,1.9840934,1.9840934
HEXD,7040,27.289524,27.285313,0.021447588,-0.58801544,-0.59257495,0.35261214,False,-1.0421382,-1.0354987,0.87271416,-0.029118389,0.59257495
HEXIM1,7041,26.835037,26.844872,-0.034762952,-1.2513814,-1.2354966,-1.2399751,False,0.57752824,0.85364074,0.87654114,0.9080121,1.2513814
HEXIM2,7042,27.514498,27.513472,0.008651488,-0.2596454,-0.2595263,-0.009933813,False,-2.350574,1.1666646,0.8736719,0.20540506,0.2596454
HEY1,7043,28.040628,28.039892,0.0074032424,0.5082914,0.5089014,-0.04529979,False,0.8872389,-0.63194716,0.8751,0.5551176,0.5551176
HEY2,7044,26.726385,26.738253,-0.042901494,-1.4099693,-1.3911306,-1.4705606,False,-0.31231558,1.3126581,0.8685266,-1.0545528,1.4705606
HEYL,7045,27.134295,27.12135,0.056461506,-0.8145875,-0.83191586,1.3446453,False,1.4305525,0.9227859,0.8777765,1.2105222,1.3446453
HFE,7046,26.870157,26.871904,-0.0023594622,-1.2001204,-1.1960361,-0.32190198,False,1.323085,-0.7539148,0.87544566,0.639758,1.2001204
HFM1,7047,29.052736,29.070606,-0.06733492,1.9855572,2.0134575,-2.1628215,False,0.37948114,-1.2155181,0.871713,-0.2742821,2.1628215
HGD,7048,27.379066,27.379194,0.0040401425,-0.45732,-0.45553392,-0.14058495,False,-1.5872304,1.9211268,0.872728,-0.02573219,0.45732
HGF,7049,28.577747,28.571432,0.029666767,1.2922665,1.284802,0.5854823,False,-2.0421407,-0.24756029,0.87420493,0.33593425,1.2922665
HGFAC,7050,29.110079,29.100143,0.04409725,2.069254,2.0565736,0.99433446,False,1.1516504,-0.9440333,0.87296426,0.0321251,2.069254
HGH1,7051,26.90152,26.888794,0.05561875,-1.154344,-1.1713821,1.3207679,False,-3.6903126,-0.5927136,0.8698608,-0.7278284,1.3207679
HGS,7052,28.386866,28.383797,0.016688794,1.0136569,1.0109065,0.21778344,False,-1.5294347,0.021262,0.8667275,-1.4951088,1.4951088
HGSNAT,7053,27.434155,27.451536,-0.06513024,-0.37691385,-0.34993482,-2.1003573,False,0.38028264,0.23809795,0.8766468,0.9338902,2.1003573
HHAT,7054,26.984974,27.00675,-0.08267414,-1.0325348,-0.99919885,-2.5974205,False,1.3911148,-1.4410269,0.8727905,-0.010421318,2.5974205
HHATL,7055,28.710987,28.705212,0.027484627,1.4867424,1.4800829,0.5236568,False,2.7667096,-0.22543857,0.8722561,-0.14128622,1.4867424
HHEX,7056,27.80323,27.798937,0.021688053,0.16178666,0.15717359,0.35942513,False,-0.345294,0.75810117,0.87322587,0.09618556,0.35942513
HHIP,7057,27.589731,27.586128,0.018956413,-0.14983514,-0.15346782,0.28203085,False,0.80898327,1.1418784,0.8683125,-1.1069804,1.1069804
HHIPL1,7058,27.61883,27.602009,0.07191355,-0.10736316,-0.13028659,1.7824408,False,-0.66129947,1.4502871,0.87132436,-0.36944595,1.7824408
HHIPL2,7059,27.511106,27.508347,0.015603442,-0.26459527,-0.26700744,0.18703265,False,-1.0258294,-0.20381251,0.87228554,-0.13407595,0.26700744
HHLA1,7060,28.11508,28.123634,-0.029842418,0.6169602,0.63114166,-1.1005639,False,0.13741554,1.4623013,0.87688893,0.9931779,1.1005639
HHLA2,7061,28.5724,28.571117,0.0095070135,1.2844603,1.2843425,0.014305381,False,-0.65167737,-0.34279576,0.8641102,-2.13602,2.13602
HIBADH,7062,28.762117,28.753262,0.03982707,1.5613718,1.5502224,0.8733495,False,2.0953472,-0.4196237,0.87697065,1.0131886,1.5613718
HIBCH,7063,27.134783,27.1573,-0.08568757,-0.8138748,-0.77943647,-2.6827986,False,0.5231849,-0.24980454,0.8764943,0.89653987,2.6827986
HIC1,7064,28.13449,28.128576,0.028131371,0.6452897,0.63835555,0.5419807,False,0.6834094,-0.3196813,0.87674844,0.9587759,0.9587759
HIC2,7065,27.044773,27.063251,-0.06945621,-0.94525236,-0.91672254,-2.222923,False,-0.3852242,0.56404424,0.87128747,-0.37848067,2.222923
HID1,7066,27.737404,27.736988,0.006162082,0.065706864,0.0667456,-0.08046502,False,-1.1337544,0.18371157,0.87124205,-0.38960257,0.38960257
HIF1A,7067,27.72808,27.726955,0.009008751,0.0520989,0.052100714,0.00018834848,False,1.1144366,-1.4901118,0.8751577,0.56924623,0.56924623
HIF1AN,7068,27.526453,27.53147,-0.015572656,-0.24219558,-0.23325461,-0.6962653,False,-0.86771846,-0.21299726,0.8707321,-0.51446867,0.6962653
HIF3A,7069,28.19244,28.185328,0.032916266,0.7298746,0.7211966,0.6775489,False,-0.46708152,-1.0435865,0.87650186,0.8983935,0.8983935
HIGD1A,7070,27.35169,27.359411,-0.02638088,-0.49727806,-0.48441163,-1.0024897,False,0.2335257,-1.2667862,0.8688089,-0.98541296,1.0024897
HIGD1B,7071,26.830746,26.838322,-0.025710845,-1.2576452,-1.2450576,-0.98350585,False,0.18633719,0.7621227,0.8658234,-1.7164962,1.7164962
HIGD1C,7072,27.67777,27.674707,0.016786024,-0.021333434,-0.024166847,0.22053821,False,1.0793005,0.009621323,0.8836322,2.6444314,2.6444314
HIGD2A,7073,27.161278,27.157148,0.021137945,-0.77520293,-0.7796592,0.3438392,False,-0.8012825,-0.6711665,0.87153214,-0.3185654,0.7796592
HIGD2B,7074,27.866646,27.850828,0.067841895,0.25434753,0.23292051,1.6670805,False,1.4924452,-1.8140986,0.8673817,-1.3349066,1.6670805
HIKESHI,7075,28.461273,28.463188,-0.0032935168,1.1222616,1.1267959,-0.3483661,False,-0.11352194,-1.013625,0.8777024,1.1923798,1.1923798
HILPDA,7076,28.13477,28.12214,0.055026066,0.64569896,0.6289617,1.3039756,False,-0.93636733,-0.19202684,0.8717054,-0.27613574,1.3039756
HINFP,7077,27.781588,27.781769,0.0037730462,0.13019714,0.13211302,-0.14815246,False,0.67621094,-0.6251914,0.87188035,-0.23329741,0.23329741
HINT1,7078,28.527695,28.536037,-0.029062934,1.21921,1.2331356,-1.078479,False,-0.03239769,-0.49508664,0.8756326,0.68553007,1.2331356
HINT2,7079,26.973171,26.97761,-0.013158851,-1.0497619,-1.0417359,-0.62787604,False,0.45540056,2.4211257,0.87849456,1.3863564,1.3863564
HINT3,7080,27.505116,27.495916,0.04139627,-0.27333966,-0.28515208,0.91780895,False,2.3266764,0.4750216,0.8809539,1.9885889,1.9885889
HIP1,7081,28.121162,28.104166,0.072526485,0.6258383,0.60272336,1.7998068,False,-0.732436,-1.507079,0.87213755,-0.17031704,1.7998068
HIP1R,7082,28.609756,28.602747,0.03244592,1.3389869,1.3305129,0.6642227,False,-0.0191383,1.2645531,0.8665811,-1.5309558,1.5309558
HIPK1,7083,26.314009,26.317207,-0.0080783,-2.011871,-2.0057397,-0.48393115,False,0.35874018,1.3522458,0.8788311,1.4687636,2.011871
HIPK2,7084,26.55162,26.560207,-0.029716797,-1.6650546,-1.6510271,-1.0970047,False,0.94480175,-1.4836005,0.87321025,0.09236149,1.6650546
HIPK3,7085,28.019283,28.039246,-0.07556914,0.47713616,0.5079576,-2.396118,False,-0.770871,2.4113886,0.8822156,2.2975504,2.396118
HIPK4,7086,28.699911,28.684423,0.066406675,1.4705759,1.4497379,1.626417,False,0.4131086,2.4084272,0.87298775,0.037875798,1.626417
HIRA,7087,26.29021,26.276272,0.060589112,-2.0466065,-2.065494,1.4615908,False,0.4163725,0.8801657,0.86979085,-0.7449637,2.065494
HIRIP3,7088,28.382837,28.389791,-0.023471817,1.0077771,1.0196571,-0.92006856,False,-0.33153725,0.95394063,0.8722091,-0.15280221,1.0196571
HIVEP1,7089,27.090693,27.100248,-0.033696674,-0.87822866,-0.8627174,-1.2097647,False,0.05724857,0.25713775,0.87378323,0.23266979,1.2097647
HIVEP2,7090,29.018648,29.017317,0.009639878,1.9358023,1.9356697,0.018069765,False,-0.35360718,-1.5565687,0.86950386,-0.81524193,1.9358023
HIVEP3,7091,27.877108,27.871124,0.028456494,0.26961753,0.26254717,0.5511922,False,2.0670877,-1.153218,0.87850314,1.3884581,1.3884581
HJURP,7092,28.267502,28.257338,0.045133013,0.83943427,0.82631123,1.0236803,False,0.06516497,0.3612613,0.8669125,-1.4498038,1.4498038
HJV,7093,26.97547,26.95614,0.08205593,-1.0464072,-1.0730748,2.0698001,False,-1.2269468,0.26170728,0.8725543,-0.068264015,2.0698001
HK1,7094,27.09735,27.094496,0.016042115,-0.8685127,-0.87111455,0.19946139,False,-0.94462675,0.19624485,0.8770345,1.0288205,1.0288205
HK2,7095,27.673483,27.678785,-0.016743716,-0.027591761,-0.01821423,-0.7294444,False,-1.5143565,1.458667,0.87693197,1.003716,1.003716
HK3,7096,29.545555,29.545328,0.0051316554,2.7048721,2.7064195,-0.10965961,False,2.0608797,-0.7947178,0.86242104,-2.549647,2.7064195
HKDC1,7097,27.22101,27.213919,0.033000305,-0.68801785,-0.6967903,0.6799299,False,-1.5961299,0.6788547,0.8740492,0.29779574,0.6967903
HLA-A,7098,26.324009,26.335379,-0.040827923,-1.9972749,-1.9792145,-1.4118111,False,0.45262128,1.9692647,0.8692123,-0.8866294,1.9972749
HLA-B,7099,29.055859,29.065187,-0.0331011,1.9901146,2.0055475,-1.1928906,False,-1.109475,-2.3479495,0.8767517,0.95957863,2.0055475
HLA-C,7100,26.31924,26.326984,-0.026299618,-2.0042348,-1.9914678,-1.0001874,False,0.6686154,1.3062817,0.873288,0.11139426,2.0042348
HLA-DMA,7101,27.58376,27.58796,-0.012311753,-0.15855171,-0.150795,-0.60387564,False,0.779348,-0.22982128,0.8717516,-0.2648241,0.60387564
HLA-DMB,7102,28.0949,28.089855,0.024652269,0.587506,0.58183354,0.44340885,False,-0.2860936,1.9523234,0.87333775,0.123581655,0.587506
HLA-DOA,7103,27.300941,27.295557,0.02614975,-0.5713507,-0.57762104,0.4858363,False,0.013421186,0.8060632,0.8698823,-0.72257394,0.72257394
HLA-DOB,7104,26.981659,26.971949,0.04352954,-1.0373733,-1.0499994,0.97824985,False,-0.3330106,-0.3959362,0.8789914,1.508026,1.508026
HLA-DPA1,7105,26.520897,26.525797,-0.01493575,-1.7098985,-1.7012569,-0.6782201,False,-0.45415878,1.3494557,0.8723771,-0.11165698,1.7098985
HLA-DPB1,7106,27.020546,27.01972,0.007921508,-0.9806141,-0.9802663,-0.030616023,False,0.12300936,1.1952814,0.8668622,-1.4621226,1.4621226
